avg_loss,cls_loss,current_lr,drone_train_acc,epoch,kl_loss,multisim,sat_train_acc,step
13.307995796203613,13.0946044921875,0.001714285695925355,,0,0.0001624754659133032,0.21322928369045258,,9
13.341426849365234,13.110797882080078,0.00342857139185071,,0,0.0001840612676460296,0.23044520616531372,,19
,,,0.0007183908019214869,0,,,0.0007183908019214869,28
13.049906730651855,12.846761703491211,0.0051428573206067085,,1,0.00024508911883458495,0.2028997391462326,,29
12.882884979248047,12.681640625,0.00685714278370142,,1,0.0004243371949996799,0.20081952214241028,,39
12.900622367858887,12.70361328125,0.008571428246796131,,1,0.0008669926319271326,0.19614216685295105,,49
,,,0.23383620381355286,1,,,0.31609195470809937,57
12.002096176147461,11.814493179321289,0.010285714641213417,,2,0.0014622954186052084,0.1861407607793808,,59
11.840606689453125,11.657958984375,0.012000000104308128,,2,0.002605315065011382,0.18004247546195984,,69
11.485660552978516,11.296589851379395,0.01371428556740284,,2,0.0038875844329595566,0.18518345057964325,,79
,,,0.4910201132297516,2,,,0.5883620977401733,86
10.14515209197998,9.951150894165039,0.015428571030497551,,3,0.006383286323398352,0.18761777877807617,,89
9.770720481872559,9.58819580078125,0.017142856493592262,,3,0.009530776180326939,0.17299386858940125,,99
9.934860229492188,9.703023910522461,0.018857141956686974,,3,0.013589123263955116,0.21824762225151062,,109
,,,0.6659482717514038,3,,,0.7643678188323975,115
7.803812503814697,7.596343994140625,0.020571429282426834,,4,0.01857982575893402,0.18888849020004272,,119
7.4952216148376465,7.265940189361572,0.022285714745521545,,4,0.023232346400618553,0.2060490846633911,,129
8.089570045471191,7.866353511810303,0.024000000208616257,,4,0.03536252677440643,0.18785429000854492,,139
,,,0.7934626340866089,4,,,0.8829023241996765,144
5.316115856170654,5.096351623535156,0.025714285671710968,,5,0.040223151445388794,0.17954131960868835,,149
5.183852195739746,4.95995569229126,0.02742857113480568,,5,0.04935094714164734,0.17454558610916138,,159
5.459177494049072,5.236590385437012,0.02914285659790039,,5,0.07273180037736893,0.14985494315624237,,169
,,,0.8563218116760254,5,,,0.9256465435028076,173
3.099187135696411,2.884687900543213,0.029999999329447746,,6,0.0681593120098114,0.146340012550354,,179
3.1087119579315186,2.849287509918213,0.029999999329447746,,6,0.09315629303455353,0.16626819968223572,,189
3.610849380493164,3.2987542152404785,0.029999999329447746,,6,0.10067841410636902,0.2114168107509613,,199
,,,0.9137930870056152,6,,,0.9633620977401733,202
2.0209033489227295,1.7392654418945312,0.02984919585287571,,7,0.10483347624540329,0.17680443823337555,,209
1.9952484369277954,1.7148736715316772,0.02984919585287571,,7,0.10466696321964264,0.17570781707763672,,219
2.210097551345825,1.9019584655761719,0.02984919585287571,,7,0.09982677549123764,0.20831219851970673,,229
,,,0.9543821811676025,7,,,0.977011501789093,231
1.1070518493652344,0.8473813533782959,0.029675820842385292,,8,0.08814270794391632,0.1715277135372162,,239
1.3795655965805054,1.066210150718689,0.029675820842385292,,8,0.10975584387779236,0.20359961688518524,,249
1.270151138305664,1.008743166923523,0.029675820842385292,,8,0.10286983102560043,0.1585381180047989,,259
,,,0.9590517282485962,8,,,0.9863505959510803,260
0.9252115488052368,0.6576088070869446,0.029480138793587685,,9,0.08313827216625214,0.1844644546508789,,269
1.111273169517517,0.8171219825744629,0.029480138793587685,,9,0.12963072955608368,0.16452044248580933,,279
1.482969880104065,1.1586551666259766,0.029480138793587685,,9,0.10422442853450775,0.22009024024009705,,289
,,,0.9709051847457886,9,,,0.9877873659133911,289
0.6652461290359497,0.45651108026504517,0.02926245518028736,,10,0.07425123453140259,0.13448381423950195,,299
0.6871950030326843,0.455728679895401,0.02926245518028736,,10,0.07031256705522537,0.16115373373031616,,309
,,,0.977011501789093,10,,,0.9906609058380127,318
0.6448559165000916,0.3975107669830322,0.029023103415966034,,11,0.10034988075494766,0.14699524641036987,,319
0.6061930656433105,0.3761211931705475,0.029023103415966034,,11,0.05912915617227554,0.17094269394874573,,329
0.6337940692901611,0.40539759397506714,0.029023103415966034,,11,0.07597175240516663,0.15242472290992737,,339
,,,0.9784482717514038,11,,,0.9867097735404968,347
0.44309094548225403,0.25392159819602966,0.02876245230436325,,12,0.03738800436258316,0.151781365275383,,349
0.48034432530403137,0.2630230784416199,0.02876245230436325,,12,0.05785960704088211,0.15946164727210999,,359
0.6448736190795898,0.3770672380924225,0.02876245230436325,,12,0.07260996103286743,0.19519641995429993,,369
,,,0.9791666865348816,12,,,0.9874281883239746,376
0.5307412147521973,0.28712594509124756,0.028480904176831245,,13,0.0713232159614563,0.1722920835018158,,379
0.6327660083770752,0.4034246802330017,0.028480904176831245,,13,0.07069291174411774,0.15864846110343933,,389
0.454107403755188,0.2459145337343216,0.028480904176831245,,13,0.04697412997484207,0.16121873259544373,,399
,,,0.9802442789077759,13,,,0.9888649582862854,405
0.5094846487045288,0.279575914144516,0.028178894892334938,,14,0.06565184891223907,0.16425691545009613,,409
0.40115267038345337,0.24778065085411072,0.028178894892334938,,14,0.037174902856349945,0.11619710922241211,,419
0.6720815896987915,0.4125758409500122,0.028178894892334938,,14,0.12277069687843323,0.13673511147499084,,429
,,,0.9759339094161987,14,,,0.9920976758003235,434
0.431768000125885,0.22773617506027222,0.027856888249516487,,15,0.056256603449583054,0.14777521789073944,,439
0.3775043487548828,0.17849841713905334,0.027856888249516487,,15,0.03288840875029564,0.16611751914024353,,449
0.580682098865509,0.3321187496185303,0.027856888249516487,,15,0.07937661558389664,0.16918674111366272,,459
,,,0.982758641242981,15,,,0.993534505367279,463
0.5014656186103821,0.332752525806427,0.027515381574630737,,16,0.03268289193511009,0.1360301971435547,,469
0.44042009115219116,0.22376450896263123,0.027515381574630737,,16,0.04384661093354225,0.17280897498130798,,479
0.6411473155021667,0.43498727679252625,0.027515381574630737,,16,0.05933559313416481,0.146824449300766,,489
,,,0.9823994040489197,16,,,0.991738498210907,492
0.5731240510940552,0.3608393669128418,0.02715490013360977,,17,0.07062512636184692,0.14165955781936646,,499
0.432134747505188,0.21334810554981232,0.02715490013360977,,17,0.04823916405439377,0.1705474555492401,,509
0.7154958844184875,0.4902982711791992,0.02715490013360977,,17,0.06899012625217438,0.15620751678943634,,519
,,,0.9813218116760254,17,,,0.9931752681732178,521
0.4267033040523529,0.21086037158966064,0.02677600085735321,,18,0.037738535553216934,0.17810440063476562,,529
0.5636613965034485,0.3134465217590332,0.02677600085735321,,18,0.0847335234284401,0.1654813438653946,,539
0.5475220680236816,0.337337851524353,0.02677600085735321,,18,0.06508271396160126,0.14510150253772736,,549
,,,0.9841954112052917,18,,,0.9931752681732178,550
0.4764774441719055,0.2694211006164551,0.026379268616437912,,19,0.06857538223266602,0.13848094642162323,,559
0.3898603320121765,0.1859474629163742,0.026379268616437912,,19,0.053278036415576935,0.15063485503196716,,569
0.3980472683906555,0.20213006436824799,0.026379268616437912,,19,0.047338858246803284,0.14857833087444305,,579
,,,0.9841954112052917,19,,,0.9956896305084229,579
0.403460830450058,0.1917979121208191,0.025965314358472824,,20,0.04778257757425308,0.1638803333044052,,589
0.3503485321998596,0.16580626368522644,0.025965314358472824,,20,0.03305448591709137,0.151487797498703,,599
,,,0.9888649582862854,20,,,0.9942528605461121,608
0.49173256754875183,0.23340284824371338,0.025534775108098984,,21,0.08350908756256104,0.17482063174247742,,609
0.35825902223587036,0.1733476221561432,0.025534775108098984,,21,0.04076683148741722,0.14414456486701965,,619
0.4322192668914795,0.2359251081943512,0.025534775108098984,,21,0.03887580335140228,0.1574183702468872,,629
,,,0.991020143032074,21,,,0.9942528605461121,637
0.41354742646217346,0.21307532489299774,0.025088317692279816,,22,0.07024577260017395,0.13022631406784058,,639
0.4134598970413208,0.17907199263572693,0.025088317692279816,,22,0.05115973576903343,0.18322817981243134,,649
0.411917507648468,0.2263725996017456,0.025088317692279816,,22,0.038594476878643036,0.14695042371749878,,659
,,,0.9903017282485962,22,,,0.991738498210907,666
0.3935239613056183,0.19127894937992096,0.024626627564430237,,23,0.05806925147771835,0.14417576789855957,,669
0.3263871371746063,0.14801910519599915,0.024626627564430237,,23,0.03253974765539169,0.1458282768726349,,679
0.3358946442604065,0.1425630748271942,0.024626627564430237,,23,0.046349626034498215,0.14698195457458496,,689
,,,0.991020143032074,23,,,0.9942528605461121,695
0.40431588888168335,0.18116198480129242,0.024150418117642403,,24,0.06593649089336395,0.1572173833847046,,699
0.2933366596698761,0.1161043643951416,0.024150418117642403,,24,0.02830982208251953,0.14892247319221497,,709
0.39007312059402466,0.2102002203464508,0.024150418117642403,,24,0.05348527431488037,0.12638764083385468,,719
,,,0.9895833134651184,24,,,0.9931752681732178,724
0.44343575835227966,0.22890061140060425,0.02366042323410511,,25,0.04554038867354393,0.1689947545528412,,729
0.3427516520023346,0.15375234186649323,0.02366042323410511,,25,0.04165485501289368,0.1473444551229477,,739
0.28395307064056396,0.12983882427215576,0.02366042323410511,,25,0.02701476961374283,0.12709948420524597,,749
,,,0.9938936829566956,25,,,0.9942528605461121,753
0.3164879083633423,0.13160847127437592,0.023157399147748947,,26,0.04448295012116432,0.14039650559425354,,759
0.5056909322738647,0.30764010548591614,0.023157399147748947,,26,0.030234282836318016,0.16781656444072723,,769
0.262507826089859,0.11109302937984467,0.023157399147748947,,26,0.027374450117349625,0.12404035776853561,,779
,,,0.9885057210922241,26,,,0.9942528605461121,782
0.304059773683548,0.11524169147014618,0.022642120718955994,,27,0.030662901699543,0.1581551879644394,,789
0.444068044424057,0.2069120705127716,0.022642120718955994,,27,0.08109372854232788,0.15606224536895752,,799
0.3466004729270935,0.15276393294334412,0.022642120718955994,,27,0.03944044187664986,0.15439607203006744,,809
,,,0.9870689511299133,27,,,0.9953304529190063,811
0.31969189643859863,0.13069716095924377,0.02211538329720497,,28,0.03148750588297844,0.15750724077224731,,819
0.28826120495796204,0.11469428241252899,0.02211538329720497,,28,0.025219503790140152,0.1483474224805832,,829
0.5142643451690674,0.23886191844940186,0.02211538329720497,,28,0.08431775867938995,0.19108468294143677,,839
,,,0.9913793206214905,28,,,0.9946120977401733,840
0.3855353593826294,0.16803337633609772,0.021577997133135796,,29,0.0539441779255867,0.16355781257152557,,849
0.2851945161819458,0.10191357135772705,0.021577997133135796,,29,0.019716255366802216,0.16356466710567474,,859
0.3531254827976227,0.16682776808738708,0.021577997133135796,,29,0.05562952905893326,0.13066819310188293,,869
,,,0.991020143032074,29,,,0.9956896305084229,869
0.2972014844417572,0.1259189248085022,0.021030792966485023,,30,0.030551312491297722,0.14073124527931213,,879
0.3132078945636749,0.13158003985881805,0.021030792966485023,,30,0.04146084189414978,0.1401669979095459,,889
,,,0.9885057210922241,30,,,0.9960488677024841,898
0.3918420672416687,0.1974973976612091,0.020474612712860107,,31,0.06304536759853363,0.13129931688308716,,899
0.28078439831733704,0.10319356620311737,0.020474612712860107,,31,0.026940498501062393,0.15065035223960876,,909
0.3297637701034546,0.14733070135116577,0.020474612712860107,,31,0.0487106554210186,0.1337224245071411,,919
,,,0.9924569129943848,31,,,0.9942528605461121,927
0.3898000717163086,0.17009130120277405,0.019910316914319992,,32,0.06806360185146332,0.15164515376091003,,929
