avg_loss,cls_loss,current_lr,drone_train_acc,epoch,kl_loss,multisim,sat_train_acc,step
13.305447578430176,13.096760749816895,0.001714285695925355,,0,0.00016560868243686855,0.2085212916135788,,9
13.345541954040527,13.112386703491211,0.00342857139185071,,0,0.0001857277675298974,0.23296920955181122,,19
,,,0.0,0,,,0.00035919540096074343,28
13.025396347045898,12.841634750366211,0.0051428573206067085,,1,0.00024232015130110085,0.1835188865661621,,29
12.876733779907227,12.672037124633789,0.00685714278370142,,1,0.00043481020838953555,0.20426210761070251,,39
12.923115730285645,12.712443351745605,0.008571428246796131,,1,0.0008945624576881528,0.20977792143821716,,49
,,,0.2403017282485962,1,,,0.3103448152542114,57
11.98006534576416,11.794473648071289,0.010285714641213417,,2,0.0013500913046300411,0.18424123525619507,,59
11.852279663085938,11.657796859741211,0.012000000104308128,,2,0.0027336040511727333,0.19174912571907043,,69
11.523558616638184,11.332275390625,0.01371428556740284,,2,0.004258038476109505,0.18702523410320282,,79
,,,0.47593390941619873,2,,,0.5941091775894165,86
10.117496490478516,9.925210952758789,0.015428571030497551,,3,0.006274781655520201,0.18601040542125702,,89
9.795023918151855,9.60107421875,0.017142856493592262,,3,0.009494253434240818,0.18445587158203125,,99
10.044428825378418,9.786540031433105,0.018857141956686974,,3,0.014468071982264519,0.24342072010040283,,109
,,,0.6630747318267822,3,,,0.7575430870056152,115
7.750162601470947,7.555674076080322,0.020571429282426834,,4,0.01807560957968235,0.17641305923461914,,119
7.528232097625732,7.2982177734375,0.022285714745521545,,4,0.02330666035413742,0.2067074477672577,,129
8.134600639343262,7.9249677658081055,0.024000000208616257,,4,0.038825973868370056,0.17080728709697723,,139
,,,0.7945402264595032,4,,,0.8875718116760254,144
5.43009090423584,5.201107978820801,0.025714285671710968,,5,0.042143069207668304,0.1868402361869812,,149
5.383643627166748,5.143396854400635,0.02742857113480568,,5,0.05391949415206909,0.18632721900939941,,159
5.481261730194092,5.2435407638549805,0.02914285659790039,,5,0.07235831022262573,0.16536274552345276,,169
,,,0.857758641242981,5,,,0.9263649582862854,173
3.1381473541259766,2.917795181274414,0.029999999329447746,,6,0.0708487331867218,0.14950352907180786,,179
3.019826650619507,2.7778382301330566,0.029999999329447746,,6,0.08062244951725006,0.16136594116687775,,189
3.5598788261413574,3.2824883460998535,0.029999999329447746,,6,0.09618686139583588,0.18120354413986206,,199
,,,0.912715494632721,6,,,0.9662356376647949,202
2.0696287155151367,1.7930030822753906,0.02984919585287571,,7,0.10948082059621811,0.16714482009410858,,209
2.0429697036743164,1.7615349292755127,0.02984919585287571,,7,0.11334477365016937,0.16808998584747314,,219
2.2268593311309814,1.9085795879364014,0.02984919585287571,,7,0.10751465708017349,0.21076524257659912,,229
,,,0.9533045887947083,7,,,0.983476996421814,231
1.204491138458252,0.9248635172843933,0.029675820842385292,,8,0.10463705658912659,0.17499062418937683,,239
1.345728874206543,1.0670194625854492,0.029675820842385292,,8,0.09911657869815826,0.1795928180217743,,249
1.2455469369888306,0.9881432056427002,0.029675820842385292,,8,0.09570915997028351,0.1616944968700409,,259
,,,0.9640804529190063,8,,,0.9856321811676025,260
0.898403525352478,0.6297421455383301,0.029480138793587685,,9,0.08424702286720276,0.1844143569469452,,269
1.2885020971298218,0.955744743347168,0.029480138793587685,,9,0.1549992561340332,0.17775805294513702,,279
1.5536428689956665,1.2045514583587646,0.029480138793587685,,9,0.12794068455696106,0.22115078568458557,,289
,,,0.9730603694915771,9,,,0.982758641242981,289
0.6948349475860596,0.4821588099002838,0.02926245518028736,,10,0.07953963428735733,0.13313645124435425,,299
0.7378237247467041,0.4776597023010254,0.02926245518028736,,10,0.08542190492153168,0.17474207282066345,,309
,,,0.977011501789093,10,,,0.9899425506591797,318
0.6536432504653931,0.4063083231449127,0.029023103415966034,,11,0.09526440501213074,0.1520705670118332,,319
0.6017799973487854,0.3735494613647461,0.029023103415966034,,11,0.06864827871322632,0.15958228707313538,,329
0.6512608528137207,0.4253826141357422,0.029023103415966034,,11,0.06009425222873688,0.16578397154808044,,339
,,,0.9741379022598267,11,,,0.9867097735404968,347
0.5787901878356934,0.3399708867073059,0.02876245230436325,,12,0.07573825120925903,0.16308104991912842,,349
0.4739002585411072,0.2574213743209839,0.02876245230436325,,12,0.04830315336585045,0.16817572712898254,,359
0.6967849731445312,0.43024539947509766,0.02876245230436325,,12,0.08653487265110016,0.18000470101833344,,369
,,,0.9820402264595032,12,,,0.9892241358757019,376
0.49193450808525085,0.2588995397090912,0.028480904176831245,,13,0.0699886754155159,0.16304630041122437,,379
0.5758907198905945,0.3527364730834961,0.028480904176831245,,13,0.07854845374822617,0.1446058303117752,,389
0.5268126726150513,0.2972843050956726,0.028480904176831245,,13,0.06286924332380295,0.16665911674499512,,399
,,,0.9780890941619873,13,,,0.9913793206214905,405
0.4758930206298828,0.24481657147407532,0.028178894892334938,,14,0.05239628627896309,0.1786801517009735,,409
0.4201889932155609,0.23734962940216064,0.028178894892334938,,14,0.037610236555337906,0.14522913098335266,,419
0.6672268509864807,0.4064750373363495,0.028178894892334938,,14,0.10791508853435516,0.15283674001693726,,429
,,,0.9727011322975159,14,,,0.9903017282485962,434
0.4605800211429596,0.2643806040287018,0.027856888249516487,,15,0.048040252178907394,0.1481591761112213,,439
0.507773756980896,0.28875041007995605,0.027856888249516487,,15,0.05241227149963379,0.16661104559898376,,449
0.5807520151138306,0.31995630264282227,0.027856888249516487,,15,0.08630048483610153,0.17449522018432617,,459
,,,0.9762930870056152,15,,,0.9924569129943848,463
0.5297294855117798,0.35143017768859863,0.027515381574630737,,16,0.040650494396686554,0.1376488208770752,,469
0.41725075244903564,0.22335651516914368,0.027515381574630737,,16,0.04702198505401611,0.14687225222587585,,479
0.643898069858551,0.4277716875076294,0.027515381574630737,,16,0.058653730899095535,0.15747268497943878,,489
,,,0.983476996421814,16,,,0.991738498210907,492
0.45138949155807495,0.25515174865722656,0.02715490013360977,,17,0.03635149449110031,0.15988624095916748,,499
0.45007455348968506,0.20383214950561523,0.02715490013360977,,17,0.05647476390004158,0.18976762890815735,,509
0.6024588942527771,0.3997122049331665,0.02715490013360977,,17,0.06612281501293182,0.13662388920783997,,519
,,,0.9870689511299133,17,,,0.9938936829566956,521
0.4064728617668152,0.2024211883544922,0.02677600085735321,,18,0.03845982626080513,0.16559183597564697,,529
0.6710141897201538,0.35400834679603577,0.02677600085735321,,18,0.13220444321632385,0.1848013997077942,,539
0.4957186281681061,0.3139553666114807,0.02677600085735321,,18,0.047895945608615875,0.1338673233985901,,549
,,,0.985991358757019,18,,,0.9931752681732178,550
0.42000311613082886,0.23414647579193115,0.026379268616437912,,19,0.04907818138599396,0.13677844405174255,,559
0.34457334876060486,0.14940041303634644,0.026379268616437912,,19,0.03541889041662216,0.15975403785705566,,569
0.387569397687912,0.18511167168617249,0.026379268616437912,,19,0.03932753577828407,0.16313020884990692,,579
